Type,Name,Icon,Description,Downloads,Score,Genre,Currency,Price,Free
Healthy recipes,Yummly Recipes & Cooking Tools,https://play-lh.googleusercontent.com/u-1_bY3B1iqi02Q_3qlg0UNJMP2NNACnvkvGqAPiWcdSbNNjwfGAv6BW64Rh3k_UNg,"Yummly is the smart cooking app that's all about YOU! With customizable meal plans, personalized recipe recommendations, smart shopping lists with optional grocery delivery and more, Yummly is here to help you conquer the kitchen, your way. 

SMART MEAL PLANNING FOR BUSY LIVES — LIKE YOURS! 📅 🥗🥘🍚
Simplify mealtime with a mouth-watering selection of easy-to-follow recipes picked just for you, table-ready in 30 minutes or less. Shopping lists are created automatically, with optional grocery delivery to your door in available markets.

TURN ORDINARY INGREDIENTS INTO EXTRAORDINARY MEALS 🥬 🎬🥇
Paid subscribers also get exclusive step-by-step recipes that include video tutorials, timers, and more handy tools that make cooking a breeze. With recipes designed for beginners to advanced cooks, you'll learn from the best, one recipe at a time.

PERSONALIZED RECOMMENDATIONS 👨‍🍳 🎯
Like magic, Yummly learns from your favorite cuisines, saved recipes, and personal food preferences to suggest recipes just for you. Tell Yummly your diet needs and allergies, and you’ll only see recipes that work for you.

FROM 2 MILLION RECIPES TO ONE PERFECT MEAL — IN UNDER A MINUTE 🔎 ⏰
Let Yummly do the heavy lifting for you! Our unique filters allow you to narrow your search by cook time, course, cuisine, occasion, diet, allergy, nutrition and more, so finding the perfect recipe is a snap!

PLAN. SHOP. RELAX. ✅ 🛒 💆‍♀️
Shopping is easy with a smart list that's always at your fingertips. Add ingredients from any recipe with a click, get suggestions based on your shopping history, then take your shopping list on the go or order groceries from local stores right from the app.*
* Service available in select U.S. locations.

REDUCE FOOD WASTE WITH INGREDIENT RECOGNITION & VIRTUAL PANTRY 📷 +🥫 = 🍝 
Use your phone to scan ingredients you have on hand and save them to your virtual pantry. Choose from a variety of suggested recipes you can make today, and get reminders when food is about to expire. 

CREATE YOUR DIGITAL COOKBOOK ❤️ 📒 💾
Saving your favorite recipes couldn’t be easier. Browse Yummly's collection of 2M+ recipes or use the Yummly bookmarklet to add recipes from anywhere on the web — then stash them for safekeeping in your own digital recipe box.

TAKE THE GUESSWORK OUT OF COOKING WITH THE YUMMLY SMART THERMOMETER 🥩🍗 🍖🐟 
With convenient app-based cooking assistance, timers, and alerts, you can be confident in your cooking — even when you're multitasking. 

★ Special features ★:
Schedule a recipe to the exact time you want to eat and it's instantly added to your calendar. You'll even get a gentle nudge when it's time to start cooking.
Navigate hands-free through our step-by-step Guided Recipes with Yummly Voice Control. Just say ""Hey Yummly"" to activate voice commands so you can move through recipe steps, see ingredients, start timers, and more.
 
DOWNLOAD THE FREE APP 🙌 🎉
Cook smarter with Yummly at your side! Certain features require a paid subscription.

CA residents - Do Not Sell My Personal Information: https://www.yummly.com/do-not-sell-my-info","5,000,000+",4.531517,Food & Drink,USD,0.0,True
Healthy recipes,SideChef: Recipes & Meal Plans,https://play-lh.googleusercontent.com/ekNFcmJQ0KsUwtqI_Lol2lLJOb6q94xx8__oSV5KoXaPIIfvM9csQr22R8ICsVh-2EPY,"SideChef’s 18,000 step-by-step recipes help you get from “what’s for dinner?” to cooking your next meal in just minutes. Filter by diet and preferences, search by ingredients, create a grocery list, and instantly shop ingredients on Walmart and Amazon Fresh. Called “best app” by USA Today and the New York Times’s “favorite cooking app,” SideChef empowers you to eat healthier, save money, and live your most delicious life.
PERSONALIZED RECIPE RECOMMENDATIONS
Quickly find recipe inspiration tailored to your specific preferences. Filter by dietary requirements, allergies, food preferences, and ingredients you already have at home to find a recipe you like in less than one minute.
 
INTEGRATED GROCERY SHOPPING
Easily create a grocery list, and shop ingredients directly through Walmart and Amazon Fresh (U.S. only). Ingredients are intelligently matched to in-store products, and updated with real-time prices and availability. Make smarter decisions by seeing the percentage of each ingredient used in a recipe – an easy way to plan for leftovers and minimize food waste, while also saving money.
 
GREAT FOR BEGINNERS
New to cooking? Our step-by-step recipes include an image or video at every cooking step so you know exactly what to do. Built-in timers ensure you never overcook anything again, while how-to videos teach you valuable culinary skills – from how to properly dice an onion, to how to press tofu. Rate recipes, upload photos, exchange tips, and share cooking fails and successes with the SideChef home cooking community.
 
EASY MEAL PLANNING
Use our meal planning tool to select recipes for the week, or save appealing recipes to your cookbook. Browse thousands of curated recipe collections and meal plans for more inspiration and ideas on what you’ll cook next.
 
AUTOMATED CONTROL OF APPLIANCES
Remotely control your compatible smart appliances with 2,000+ CookAssist-enabled smart recipes. Compatible brands include: LG, GE, and Bosch Home Connect brands including Thermador and Gaggenau. Simply link your devices and start cooking.
 
RECIPES FOR EVERYONE
Personalized recipe recommendations for these diets and allergens: Vegan, Vegetarian, Pescatarian, Low-Carb, Paleo, Keto, Gluten, Egg, Dairy, Soy, Peanut, Tree Nuts, Fish, Shellfish
Recipes cover a variety of cuisines: American, Italian, Mediterranean, Mexican, Chinese, Japanese, Korean, Indian, French, and more! Browse recipes from your favorite culinary influencers – top food bloggers, writers, and renowned chefs.

PRAISE FROM MEDIA
“Favorite cooking app” – New York Times
 
”Best App of 2017” – Google Play
 
“It’s not just recipes, it does everything for you” – The Today Show
 
”SideChef has become a game-changer in the crowded space of cooking apps” – Forbes
 
”Best Cooking App” – Tom’s Guide

OPTIONAL SIDECHEF PREMIUM SUBSCRIPTION
SideChef is free to download and use. Should you choose to upgrade to SideChef Premium, we offer an auto-renewing subscription option at a price of $4.99 USD / month or $49.99 USD / year.

By downloading and using this app or purchasing a SideChef Premium subscription, you are agreeing to the SideChef terms of use and service: https://www.sidechef.com/terms

For more information about how we use your personal data, please see our Privacy Policy: https://www.sidechef.com/privacy-policy. By downloading this app, you acknowledge the terms of our Privacy Policy. App icon","500,000+",4.4835167,Food & Drink,USD,0.0,True
Healthy recipes,Oh She Glows - Healthy Recipes,https://play-lh.googleusercontent.com/FoIz86UoBgoWtd-2BONsJqHyTHANnr3Ck61K6dRLTBPGrZHgycNW3pi3RtqpPwvxUA,"Brought to you by New York Times bestselling author Angela Liddon, The Oh She Glows Recipe App features the most popular fan-favorite plant-based recipes from the award-winning recipe blog OhSheGlows.com, and stunning, vibrant food photography for every recipe. Angela has been creating healthy, veggie-packed recipes for almost 14 years, and she only shares recipes that are hits with her family, friends, and recipe testers, so you can be confident that the recipes in this collection will win over even the biggest skeptic. One thing is for sure, this healthy recipe app—named as one of the Apple App Store's Best of 2016—will have you glowing from the inside out and bursting with cooking inspiration!

Enjoy over 175 mouth-watering plant-based recipes, including more than 150 gluten-free recipes and many exclusive app recipes not shared anywhere else. Be sure to check out the bundles page, where exciting recipe bundles—both free and paid—can be accessed. The Oh She Glows Recipe App will continually have new recipes added to it; each recipe that’s published on OhSheGlows.com will also be uploaded to the app, so it will grow and grow.

Recipes are in English & French language only.

FEATURES:

- Browse through beautiful full-screen high-resolution photography with tablet-optimized UI
- Search for recipes with ease using ingredient keywords or by recipe title
- Find detailed nutritional information available for each recipe located in the ""tips"" section 
- Filter your recipes based on dietary/allergy info, season, dish type, and more
- Strikeout ingredients and directions as you cook so you don’t lose your place
- Customize your own favorites list with your most-loved recipes
- Add your own notes to the recipes if you make any changes
- Take recipes with you on the go with convenient offline access
- Cook without worry that your device will go to sleep with our anti-lock feature
- Browse recipe thumbnails by category (e.g., view all breakfast recipe titles and photos in one spot)

We hope you enjoy cooking with the Oh She Glows - Healthy Plant-Based Recipes app. For any questions please feel free to email us at app_support+android@ohsheglows.com, and we are happy to help!

From our kitchen to yours,

The Liddon Family","50,000+",4.6930695,Food & Drink,USD,2.99,False
Healthy recipes,Kitchen Stories: Easy Recipes,https://play-lh.googleusercontent.com/AJKuiM7-3uepWQE6qVUQseTr4pjdtoP_FbknWg34-F-X8f7XCTjxtf69ZnQx9TD-QtU,"Hungry but don’t know what to cook? Millions of users around the world are already cooking and learning how to cook tasty food recipes with Kitchen Stories, winner of Google Play’s Design Award. Download it now to be inspired by thousands of free tasty and healthy recipes, HD instructional videos, and articles about cooking and baking. Plus, publish your own tasty food recipes to share with our global community of hungry home cooks. It’s easy to use and offers a variety of irresistibly tasty and healthy recipes that appeal to beginners and experts alike. Ready to start cooking and baking?

Enjoy these features on the Kitchen Stories app:
✔ Show off your cooking skills by uploading your own tasty baking and cooking recipes to share with our international community
✔ Take photos of each recipe step in a streamlined, easy-to follow process
✔ Be inspired daily by thousands of free food recipes, tips, and articles and have a taste of home
✔ Learn how to cook – become a kitchen pro with instructional videos and skill tutorials for tasty recipes
✔ Setup your personal profile and save your favorite food recipes in a personalized cookbook
✔ Activate “cooking mode” to be guided effortlessly through recipes, step-by-step cooking
✔ Use the measurement converter to easily adapt ingredient measurements according to serving size for your meals
✔ Plan your grocery list with the automatically generated shopping list for tasty food recipes
✔ Save your favorite dishes in the recipe keeper, rate and share your best cooking and baking recipes from your cookbook with our foodie community
✔ Upload photos of the meals you cook and exchange cooking experiences with others in the comments section

🍳  Cooking and baking were never so easy and tasty, the perfect taste of home!

🍝  Find the perfect recipe for you 
Thanks to our search feature, we guarantee you’ll find the perfect recipes for your taste. Our recipe keeper offers a variety of tasty healthy recipes for your kitchen. Learn how to cook healthy recipes, vegetarian and vegan meals as well as low-carb, gluten-free, and low-calorie options. From breakfast to dinner, you can count on our selection of crowd-pleasing tasty and healthy recipes – including weeknight favorites, seasonal twists on classics, trends and tastes from around the world. Bonus: Add all the ingredients directly to your grocery list and add your favorite recipes to your personal cookbook!

🍕 Learn how to cook like a pro with our guided cooking experience
Whether you’re a beginner or an advanced foodie, there’s always something  for you in our cookbook, with instructional HD cooking videos and tips from our expert team of editors and chefs. Activate ""cooking mode"" and let it guide you with easy-to-understand, step-by-step photos and instructions for all the tasty food recipes from the Kitchen Stories cookbook and recipe keeper. Show off your cooking skills, upload a photo of your meals and share it with our hungry community!

📲  All your cooking needs in one cookbook
Is it everyday cooking you’re after, or is today a special occasion? Maybe you’re eating alone or making a tasty dinner for the entire family? Need a quick snack or help with planning a three-course meal with appetizers and dessert? We’ve got you: Our recipe keeper is packed with cooking and baking recipes. Browse by difficulty level and preparation time, plus use our handy measurement converter to adjust the measurements according to the desired servings. For easy, on-the-go planning, place all the recipe ingredients in your grocery list with a single click and integrate it directly into your reminders.

🍩   Hungry for more Kitchen Stories?
We’re always open to ratings and feedback! Get in touch with us at hello@kitchenstories.de

You can find our Terms of Use at https://www.kitchenstories.com/en/terms/

Cooking is fun – tasty healthy recipes for every kind of foodie!
Your Kitchen Stories Team","1,000,000+",4.6310344,Food & Drink,USD,0.0,True
Healthy recipes,Lifesum: Healthy Eating & Diet,https://play-lh.googleusercontent.com/EksxpCD83ryNH0jAur3xxfseKV2cCU3hClEkdem0gG7IEOcET-nUNreoz2XsKfnX1cw,"<b>Personalized nutrition and healthy eating at your fingertips.</b> 
More than a calorie counter, Lifesum helps you adopt nutritious diets that fit your lifestyle and taste. Achieve your weight loss goals while building healthy eating habits for life. 

💚 More than 50 million people use Lifesum to find motivation and inspiration in their health journey. We made food tracking easy so you can make more healthy choices for your body and mind.

✨ Put your well-being first with Lifesum’s innovative technology and expertise of doctors, nutritionists, and professional chefs.

🥗 <b>TOP LIFESUM FEATURES</b>
• Food diary with convenient barcode scanner 
• Calorie counter
• Macro tracker (protein, carbs, and fats) and food rating
• Water tracker
• Diet plans for weight loss and body composition
• Intermittent fasting plans
• Meal plans with grocery lists to reduce stress
• Integration with fitness trackers for in-depth health monitoring
• Life Score test for personalized nutrition recommendations

🍏 <b>WEIGHT LOSS AND HEALTHY EATING</b>
Whether you want to lose weight, build muscle, or improve some of your eating habits, your nutrition plan should be all about supporting your personal goals.

🥑 Find the right diet for your taste and lifestyle:
• Keto diet / Low carb - to reduce carb intake. Easy, medium and strict
• Mediterranean diet - to increase consumption of fruits and vegetables
• High Protein diet – to build more muscle mass
• Clean Eating diet – to eat more wholesome foods
• Scandinavian diet – to increase fiber intake and healthy fats
• Climatarian diet  – to eat healthier for you and the Earth

⏲️ <b>INTERMITTENT FASTING</b>
If you want to choose when you eat over what you eat, explore our Intermittent Fasting plans, and fill your eating windows with nutrient-dense and delicious foods.
• 16:8 Morning fasting meal plan
• 16:8 Evening fasting meal plan
• 5:2 Fast 2 days per week
• 6:1 Fast 1 day per week

🛍️ <b>MEAL PLANS WITH COMPLETE GROCERY LISTS</b>
• Vegan for a week
• Intermittent fasting
• 3 Week Weight Loss
• Sugar Detox
• Keto Burn / Low carb
• Paleo
• Protein Weight Loss

📱 <b>ALL YOU NEED FOR A CUSTOMIZED EXPERIENCE</b>
• Calorie counter, with the option to adjust your daily calorie goal and add/exclude calories burned through exercise.
• Macro tracking and adjustable goals for carbs, protein, and fat intake. 
• Create and save your favorite foods, recipes, meals, and exercises.
• Body measurement tracking (weight, waist, body fat, chest, arm, BMI).
• A library of thousands of recipes with smart filters for quick results.
• A weekly Life Score based on nutrition and exercise measurements, so you understand where you are and what's next to build the healthiest version of you.
• Sync with health and fitness apps like Google Fit, Samsung Health, Fitbit, Runkeeper, and Withings to track your steps and exercise in real time.

Track and integrate with Wear OS- A calorie tracker, water tracker or view your exercise on your watch face. The Wear OS app works independently, so it doesn't require the Lifesum app to be downloaded. The Lifesum app integrates with Google Fit and S Health allowing users to export nutrition and activity data from Lifesum to Google Fit and S Health, and import fitness data, weight and body measurements to Lifesum. 

Lifesum is free to download and use with limited features. For the full Lifesum experience, we offer 1-month, 3-month, and annual Premium auto-renewing subscriptions.

Payment is charged to your credit card through your Google Play account at confirmation of purchase. Subscription renews automatically unless you turn off auto-renewal in Google Play account settings or cancel your subscription at least 24 hours prior to the end of the subscription period.

View our Terms & Conditions and Privacy Policy: https://lifesum.com/privacy-policy.html","10,000,000+",4.344282,Health & Fitness,USD,0.0,True
Healthy recipes,Food Network Kitchen,https://play-lh.googleusercontent.com/_gpoObPhi1Df7Obrr8Kl_OsJ4kZdAmlGufAZPzYqPmJ-w7kruCBZxxND4V0WxlERrXg,"Get the kitchen help you need to be a more confident cook all at your fingertips with Food Network Kitchen. When you sign up for a free account, you can stream on-demand cooking classes with Food Network stars, award-winning restaurant chefs, best-selling cookbook authors, culinary experts - and even some surprise celebrity guests! Search more than 80,000 trusted recipes for every cuisine and occasion imaginable, save your favorites in one place to access later, order ingredients delivered to your door when it's time to cook, and more. Download now and create your free account to make cooking fun again!
 
MORE CONFIDENCE IN THE KITCHEN
Brush up on basics or master a new technique. Get inspired to try something new for dinner and know your next holiday meal or party will be a hit with the power of Food Network in your hand. Choose from thousands of recipes, tips, and classes taught by your favorite Food Network stars, award-winning chefs, and cookbook authors.
 
SAVE & ACCESS RECIPES ANYWHERE
With more than 80,000 trusted recipes, you’ll never be without a dish to cook. Save your favorites and access them across multiple devices at any time, no matter where you are — from the kitchen to the living room to the grocery store and beyond.
 
MEAL PLANNING MADE EASY
Our meal planning tool makes it easy to find and build a meal plan that works for your household. Use what you already have in your fridge or get easy substitutions to save a trip to the store. You’ll find shortcuts, make-ahead tips, nutritional information, and more.
 
SHOP HOW YOU WANT
Found something you want to make? Quickly add the ingredients from your favorite recipes to your shopping list; our tool will group and sort your ingredients by aisle. Take that list into the store, or have all the ingredients delivered to your door from a variety of retailers with the tap of a button.
 
DOWNLOAD THE FREE APP TODAY
Download now and sign up for your free account to get started.
 
——————
Mobile network and WiFi charges may apply to your use of Food Network Kitchen. You must be 18 years or over to create a free account. 
 
By downloading and using this app, you are agreeing to the Food Network Kitchen Visitor Agreement: https://www.foodnetwork.com/fnk/fnk-visitor-agreement 

For more information about how we use your personal information, please see our Privacy Notice: https://corporate.discovery.com/privacy-policy/. By downloading this app, you acknowledge the terms of our Privacy Notice.

This app uses tracking technologies to understand how users interact with our content and to help personalize our content for you. You can learn more by reading our Tracking Technologies Notice: kitchen.foodnetwork.com/#/tracking-technologies. By downloading this app, you agree to the use of tracking technologies as described in the Tracking Technologies Notice.

California Privacy Notice: https://corporate.discovery.com/privacy-policy/#cappi
California Do Not Sell My Info: https://corporate.discovery.com/california_dns

We may work with third-party advertising companies and other partners that help us deliver tailored advertisements to you. To opt-out of behavioral tracking on mobile devices, you may use the DAA AppChoices Tool, available at http://www.aboutads.info/appchoices.","5,000,000+",4.7787027,Lifestyle,USD,0.0,True
Healthy recipes,Healthy weight loss recipes,https://play-lh.googleusercontent.com/q5Bc5Nw3QZl8wrLU_sK3E13xEPwUWGmyXJvwh5Jiy3_P1V9e-u9LUTtOKFuIvjW9aQI,"Have you been searching for how to get fit and healthy? We bring to you weight loss recipes and diet plans. Check out weight loss recipes for women, healthy salads, smoothies, soups, main dish, side dish and much more. 

The weight loss recipes app focuses on recipes for fitness and curated weight loss food plan. We offer hundreds of weight loss recipes free, fitness recipes while working out, an exciting weight loss meal planner and a lot more. 

Following a strict diet plan combined with workouts could make you fit. The healthy diet app offers step by step instructions, tasty weight loss recipes, nutritional information, popular videos of weight loss recipes and more. 

Stop searching for diet recipes app, the weight loss recipes for free app has got you covered. Follow a strict weight loss diet and get fit and slim in no time. 

Popular categories of weight loss recipes app
 Weight loss recipes free, Weight loss recipes for vegetarian, Weight loss diet plan for women, Weight loss diet plan for men, Recipes to lower cholesterol, Weight loss diet plan for PCOS, Low carb recipes free , Keto recipes free

We designed the Weight loss recipes app with features like, 

1. Choose your favourite weight loss recipes.
2. Get weight loss meal planner free suggestions daily. 
3. Tasty weight loss food recipes from around the world.
4. Make a shopping list for weight loss foods and drinks. 
5. Send the lose weight recipes and meal plans to your loved ones.
6. Get weight loss recipes offline without internet ( no internet)
7. Search for healthy recipes with ease. 
8. Plan a weight loss meal prep for special occasions and days. 
9. Search healthy recipes by ingredients, occasions, cooking difficulty and so on.
10. Get popular healthy diet food recipe suggestions from around the world. 
11. Personalized healthy diet plan, perfect for you. 

The healthy diet app focuses on:-
1. Weight loss recipes that can make you healthy and fit.
2. Weight loss recipes free for different health conditions and allergies such as diabetic friendly keto recipes, weight loss food recipes for cholesterol, gluten free casseroles and slow cooker recipe plans. 
3. Healthy weight loss recipes for weight loss and muscle gain. 
4. Plenty of low carb, low fat, low calorie, high protein, weight gain recipes app, healthy recipes, drinks, weight loss salads, etc.

With weight loss recipes app,  make a habit of eating high protein breakfast, avoid sugary drinks and juices, drink a lot of water and unprocessed food. Following weight loss recipes free diet plan can help you lose weight quickly. 

Download healthy food recipes free. Start cooking today.","50,000+",4.0588236,Health & Fitness,USD,0.0,True
Healthy recipes,Green Chef: Healthy Recipes,https://play-lh.googleusercontent.com/WV69oUu7RHMuJuwwMMlMm5c9tzoHUzoqyA2DVWeaLsTvhPZthpsOkPvJRpfTsm9qE1U,"<b>The #1 meal kit for eating well! Our meal plans cover options for every lifestyle including Keto + Paleo, Vegan, Vegetarian, Mediterranean, Gluten-Free, and Fast & Fit to help you look after your body. We offset 100% of our carbon emissions, so we can help look after the planet at the same time. Download the app today and get your favorite recipes delivered directly to your door.</b>

Green Chef is a certified organic company committed to doing things differently. We work with farmers to obtain organic, sustainably-sourced produce and eggs, and combine it with other premium ingredients to create many easy-to-master recipes that can be prepared in about 30 minutes—perfect for a lifestyle that doesn’t compromise on good food or green living!

<b>What to Expect from Green Chef’s Meal Kits and Food Delivery</b>
🥗  Weekly menus featuring organic, sustainably sourced produce and eggs
👪 A choice of plans for 2, 4 or 6 people with 3 or 4 meals per week
🍴 Options for every lifestyle—Keto + Paleo, Mediterranean, Vegan, Vegetarian, Fast & Fit, and Gluten-Free
🔪 Handy recipe cards in the box and online access to our chef-crafted meals
🔥 No commitment — skip weeks, swap recipes, and cancel at any time
📦 Meal kits delivered directly to your door on your chosen day
💚 The only meal kit that is both plastic and carbon offset

<b>Easy Meal Management with the Green Chef App</b>
The Green Chef app makes managing your weekly meals simple. Just open the app on your smartphone and access your account to manage your scheduled delivery day,  skip a week if you'll be out of town, choose your recipes, or change the number of meals or the number of people you are feeding—whether it’s just you or your entire family!

You can also change your meal kit subscription and choose between your preferences in just a few clicks to take the stress out of your weekly meal planning and cooking. Want to try Keto and Vegan meals in a single week? It's easy with the Green Chef app.

<b>Our Meal Preferences Include:</b>
🥩 <b>Keto + Paleo:</b> Carb conscious, high protein recipes free of gluten, grains, soy, and legumes
🥦 <b>Vegetarian:</b> ​​A plethora of well-balanced, meatless recipes with a focus on plant-based ingredients
🥬 <b>Vegan:</b> Recipes with a variety of veggies, plant-based proteins, and good-for-you grains
🐟 <b>Mediterranean:</b> Recipes inspired by Mediterranean flavors with ample veggies and good-for-you fats
🥘 <b>Fast & Fit:</b> Fresh, convenient, calorie-conscious recipes with keto and veggie options, ready in 25 minutes or less
🥗 <b>Gluten-Free:</b> Wholesome recipes full of flavor and free of gluten and soy

<b>More Options, More Flavor</b>
Different taste buds at the dinner table? Now you can mix and match from meal preferences like Vegan, Vegetarian, Gluten-Free, Keto + Paleo, Fast + Fit, or Mediterranean and have your favorite recipes sent to you in one convenient box! Discover how easy it is to enjoy what you love.

<b>Sustainable Meal Kits and Groceries Delivered to Your Door</b>
Quick and simple to prepare, we combine the best organic produce with premium proteins so you can eat well with a good conscience. Each of our boxes bursting with inspiration to help you craft the perfect meal, and our ingredients are all pre-measured and prepped so you're ready to cook up a storm.

<b>About Green Chef</b>
Green Chef is a meal kit delivery service that prides itself on sourcing organic produce and eggs, and premium proteins for our chef-crafted recipes. We focus on delivering wholesome meals and reducing 100% of our carbon emissions for the ultimate conscientious mealtime. A Green Chef subscription can work for anyone, and you’re free to change your preferences, skip weeks, or cancel at any time, up to seven days before your next scheduled delivery. Contact us today for more information or view our plans in the app and on the website.","100,000+",4.586498,Food & Drink,USD,0.0,True
Healthy recipes,Healthy Recipes,https://play-lh.googleusercontent.com/XExhpbc_S4geT0dgUVdDz_5WsqdYTe4nztGa6DKayva7XpFvGS1_X3jEMyVqG9TzkoM,"We offer to you a lot of free healthy recipes: healthy chicken, healthy meat recipes, baking healthy recipes, diet salad recipes, snacks healthy recipes, low-fat casserole recipes, low carb dish recipes, low carb pizza, diet dinner and other healthy recipes.

The recipe app works offline.

In this app you could enjoy:

• All healthy recipes with photo and simple detailed instructions
• All free easy recipes are divided into the categories
• Simple searching in the app by the name or by the ingredients
• You can choose the recipes you liked and keep them in your favorites. You can save cooked recipes
• You can use a shopping list. Just add the desired product directly from the recipe to the shopping list
• You can share your own delicious recipes and you can leave feedback about other recipes
• There is a table of caloricity
• Recipe app works offline and your favorite recipes will always be with you, even when you have no Internet connection!

We offer to you: 

• Delicious recipes for healthy eating: easy recipes of useful main dishes, baking recipes, homemade recipes of simple salads, soup recipes, roll recipes, dietary sandwiches, vegetarian pilaf recipes, Bacon Cheddar Deviled Eggs, Italian Zucchini Boats, Cabbage and Ground Beef Skillet, Roasted Green Pepper Salad, Grilled Shrimp, Nice Pitcher, Sweet Twice Baked Sweet Potatoes, Lemon Garlic Broccoli, Tomato Basil Soup, Skinny Smothered Burritos, Cheesy Baked Asparagus, Mexican Eggplant Casserole, Cauliflower Mashed Taters, Slow Cooker Beef Stew, etc.;

• Tasty recipes of healthy dishes with chicken: chicken chop recipes with mushrooms, cutlet with breast recipes, easy recipes of chicken rolls with herbs, chicken with broccoli recipes, homemade recipes of chicken sausages, chicken breast diet recipes, Crockpot Fiesta Chicken, Melt in Your Mouth Chicken Breast, Chinese Chicken with Black Pepper Sauce, Chicken Bombs, Chicken and Potato, etc.;

• A lot of diet baking recipes: tasty recipes of useful muffins, cooking recipes of low-calorie cookies, recipes of light casseroles, pudding recipes, Spicy Baked Omelet, Flourless Banana Blender Muffins, Bremug Cake, Easy Cauliflower Pizza, Baked Cabbage, Flourless Peanut Butter Cookies, etc.;

• Tasty recipes of salads with vegetables and meat;
• Garlic Parmesan Shrimp;
• Southern Style Cabbage Soup;
• Loaded Cauliflower;
• Diabetic Shrimp Scampi
• Homemade Pasta Sauce
• Avocado, Bacon and Tomato Wrap;
• Stuffed Mushrooms;
• Low Carb Lemon ""Cheesecake"" Bars;
• Taco Salad;
• Dr. Oz's Metabolism-Boosting Drink;
• Strawberry homemade Ice cream;
• Amy's Chewy Coconut Bars;
• Marinated Cucumbers, Tomatoes & Onions;
• Brussel Sprouts with Bacon and Mushrooms;
• Spinach Chips;
• Cooking recipes of vegetarian soups;
• Quick recipes of omelets for breakfast;
• Easy recipes of low-calorie sweet cream;
• Other recipes of simple and quick healthy eating and much more!

Cook with pleasure!","500,000+",4.1076922,Food & Drink,USD,0.0,True
Healthy recipes,Salad Recipes: Healthy Meals,https://play-lh.googleusercontent.com/FwKbR7G4Bb2Xq5eyMPZMfCBjZirpg7ClVFB1521leJmLiiINPK0Rq6swOHA3FQrZQg,"Salad Recipes app offers you more than 2000 healthy and quick recipes. These include keto salad recipes, salad dressing, chicken salads, potato salad, weight loss plans, and coleslaws.

Salads are rich in micronutrients and fiber. The natural benefits of fresh fruits and vegetables are countless. A bowl every day can help you in weight loss, improve muscles, and protect the heart. Most healthy salads are filled with antioxidants and ingredients that can aid in weight control and enhanced immunity.

Easy Salad Recipes
Cook healthy summer salads to enjoy with your loved ones. Get crafty with tuna, macaroni, egg, and fruits. Make salads using pork, beef, chicken, apples, cabbages, celery, mushroom, bell pepper, broccoli. Surprise your family with ranch dressing, chopped coleslaw, Greek, Waldorf. 

Popular greens recipes of the month
Recipes like chicken pasta salads, penne pasta recipes, cobb, fruit, blue cheese are popular in March. Toss the salad leaves with cabbages, cauliflower, carrots, artichokes, cucumber, olive, plum, spinach to make this fall healthy.  

Simple dressing recipe instructions with pictures
Every salad recipe free has easy step-by-step instructions with a photo. Get many healthy cuisines for free in our Salad Recipes app. You can use our Salad Recipes app offline. 

Collect favorite tasty salads recipes
Add your favorite mixed-greens dressing recipes to the app's favorites section. You can use salad apps to save your favorite dishes offline. You can also create tossed recipe collections based on weekend party ideas, festivals, lunch ideas, cooking and prep time, cooking style, breakfast ideas, etc.

Salad Dressing Recipe search
Find recipes by simply search with the name of a recipe or by ingredients used. You can search for salad fingers recipes with the ingredients you have. We also have tossed for special occasions like Christmas, Halloween & New year. 

Seasonal and Personalised Diet Plans
Get spooky Halloween salads like the creepy salad bar, antipasto salad, scary pumpkin-loaded pasta on this Halloween day. Our recipes offline app contains salads such as avocado ranch dressing, one-pot mac, cheese, balsamic vinaigrette, caesar, or Italian dressing. 

Tastes, allergies, and diets
We often have salad dressing recipes for people following vegan, keto, paleo, and vegetarian diets. If you're suffering from any food allergies, we have recipes free of peanuts, wheat, seafood, and eggs. Nutritional information like calories, carbs, fat, and cholesterol are available in the Salad Recipes app along with calories counters. Our app helps you when following popular diets such as intermittent fasting, Keto diet plans, plant-based diets (flexitarian) popular in the Mediterranean, DASH diet, low carb, low fat, or high protein diets.

Create Meal plans
Cook weight loss salad recipes with proper meal planning and grocery shopping. Check out our healthy meal planner now.

We offer lots of salads recipes:
Cook tasty salad dressing recipes at home using chicken, cranberry, quinoa,  spinach, fruit & kale dishes using mayonnaise, olive oil, wine, lemon, etc., with salad recipes free app. 

Some popular categories are:
1. Classic chicken coleslaw
2. Potato and cucumber salads
3.  Fiber, cobb, Larb, and egg tossed
4. Plain green salads with French dressing and balsamic vinegar.
5. Easy American macaroni salad recipes
6. Tasty detox salads.
7. Caesar, Nicoise, Caprese, Greek, and Waldorf salads.
8. Veg coleslaw and healthy low-carbs.

Download the easy salad recipes offline app today. Now that you've our free salad recipes app, you no longer need to carry around bulky recipe books.

Start cooking with our free salad app for diet today.","1,000,000+",4.531496,Food & Drink,USD,0.0,True
